recipient_legal_name,
Kenney & Ross Limited|Kenney & Ross Limited,
The Tank Shop Inc.|The Tank Shop Inc.,
Labrador West Chamber of Commerce|Labrador West Chamber of Commerce,
Prince Edward Island Fishermen's Association Ltd|Prince Edward Island Fishermen's Association Ltd,
3291034 Nova Scotia Limited|3291034 Nova Scotia Limited,
The Halifax Women's History Society|The Halifax Women's History Society,
Codiac Cycling Trails Inc.|Codiac Cycling Trails Inc.,
Kognitiv Spark Inc.|Kognitiv Spark Inc.,
Cape Breton Centre for Craft and Design-Cape Breton School of Crafts|Cape Breton Centre for Craft and Design-Cape Breton School of Crafts,
Cape Breton Centre for Craft and Design-Cape Breton School of Crafts|Cape Breton Centre for Craft and Design-Cape Breton School of Crafts,
Prince Edward Island BioAlliance Inc.|Prince Edward Island BioAlliance Inc.,
Maritime Conservatory of Performing Arts|Maritime Conservatory of Performing Arts,
Village of New Maryland|Village of New Maryland,
Coastal Business Opportunities Incorporated|Coastal Business Opportunities Incorporated,
Coastal Business Opportunities Incorporated|Coastal Business Opportunities Incorporated,
Coastal Business Opportunities Incorporated|Coastal Business Opportunities Incorporated,
Nunatsiavut Government|Nunatsiavut Government,
Marvyn's Garden Inc.|Marvyn's Garden Inc.,
Town of Sussex|Town of Sussex,
Town of Sussex|Town of Sussex,
Town of Sussex|Town of Sussex,
Town of Sussex|Town of Sussex,
Village of Plaster Rock|Village of Plaster Rock,
Village of Plaster Rock|Village of Plaster Rock,
Destination Cape Breton Association Inc.|Destination Cape Breton Association Inc.,
RDÉE Î.-P.-É. inc.|RDÉE Î.-P.-É. inc.,
Palmer Fabrications Ltd.|Palmer Fabrications Ltd.,
Y. R. U. Cooking Ltd.|Y. R. U. Cooking Ltd.,
West Chezzetcook and Grand Desert Recreational Society|West Chezzetcook and Grand Desert Recreational Society,
Kiwanis Club of Saint John NB|Kiwanis Club of Saint John NB,
MJR Aquaculture Inc.|MJR Aquaculture Inc.,
La Societe Saint-Pierre|La Societe Saint-Pierre,
Genesis Group Inc.|Genesis Group Inc.,
Gateway Community Development Corporation|Gateway Community Development Corporation,
Gateway Community Development Corporation|Gateway Community Development Corporation,
Gateway Community Development Corporation|Gateway Community Development Corporation,
Prince Edward Island Association of Community Business Development Corporations |Prince Edward Island Association of Community Business Development Corporations ,
South Shore Opportunities Incorporated|South Shore Opportunities Incorporated,
South Shore Opportunities Incorporated|South Shore Opportunities Incorporated,
South Shore Opportunities Incorporated|South Shore Opportunities Incorporated,
Greater Fredericton Community Economic Development Agency Inc.|Greater Fredericton Community Economic Development Agency Inc.,
Greater Fredericton Community Economic Development Agency Inc.|Greater Fredericton Community Economic Development Agency Inc.,
Big Fry Productions Inc.|Big Fry Productions Inc.,
Craft Council of Newfoundland and Labrador Inc.|Craft Council of Newfoundland and Labrador Inc.,
Fortune Port Corporation|Fortune Port Corporation,
Lure Enterprises Inc.|Lure Enterprises Inc.,
SculpinQA Limited|SculpinQA Limited,
Jaillet Aquaculture Inc.|Jaillet Aquaculture Inc.,
Orangedale Improvement Association|Orangedale Improvement Association,
East Coast Trail Association Inc.|East Coast Trail Association Inc.,
East Coast Trail Association Inc.|East Coast Trail Association Inc.,
Innovation PEI|Innovation PEI,
Innovation PEI|Innovation PEI,
RWL Holdings Ltd.|RWL Holdings Ltd.,
Amalgamated Dairies Limited|Amalgamated Dairies Limited,
Curl Moncton Inc.|Curl Moncton Inc.,
Connors Bros. Clover Leaf Seafoods Company|Connors Bros. Clover Leaf Seafoods Company,
North Highlands Community Organization|North Highlands Community Organization,
Soundbone Traditional Arts Foundation Inc.|Soundbone Traditional Arts Foundation Inc.,
Eastern Initiatives Community Business Development Corporation Inc.|Eastern Initiatives Community Business Development Corporation Inc.,
Eastern Initiatives Community Business Development Corporation Inc.|Eastern Initiatives Community Business Development Corporation Inc.,
Eastern Initiatives Community Business Development Corporation Inc.|Eastern Initiatives Community Business Development Corporation Inc.,
Memorial University of Newfoundland|Memorial University of Newfoundland,
Town of Winterton|Town of Winterton,
Cows Inc.|Cows Inc.,
Friends of Whale Watch Cape Breton|Friends of Whale Watch Cape Breton,
Horizon Achievement Centre Society|Horizon Achievement Centre Society,
Margaree Highlanders Snowmobile Club|Margaree Highlanders Snowmobile Club,
Golf Cape Breton|Golf Cape Breton,
Northern Opportunities for Business Limited|Northern Opportunities for Business Limited,
Northern Opportunities for Business Limited|Northern Opportunities for Business Limited,
Northern Opportunities for Business Limited|Northern Opportunities for Business Limited,
Southwest Valley Development Corporation Inc.|Southwest Valley Development Corporation Inc.,
Southwest Valley Development Corporation Inc.|Southwest Valley Development Corporation Inc.,
Southwest Valley Development Corporation Inc.|Southwest Valley Development Corporation Inc.,
CBDC Chaleur Inc.|CBDC Chaleur Inc.,
CBDC Chaleur Inc.|CBDC Chaleur Inc.,
CBDC Chaleur Inc.|CBDC Chaleur Inc.,
Charlotte County Development Corporation Inc.|Charlotte County Development Corporation Inc.,
Charlotte County Development Corporation Inc.|Charlotte County Development Corporation Inc.,
Charlotte County Development Corporation Inc.|Charlotte County Development Corporation Inc.,
Northern Lights Fishing Lodge (2007) Ltd.|Northern Lights Fishing Lodge (2007) Ltd.,
Central Development Corporation|Central Development Corporation,
Central Development Corporation|Central Development Corporation,
Bandha Nutrition Products|Bandha Nutrition Products,
Bandha Nutrition Products|Bandha Nutrition Products,
CBDC Northumberland Inc.|CBDC Northumberland Inc.,
CBDC Northumberland Inc.|CBDC Northumberland Inc.,
CBDC Northumberland Inc.|CBDC Northumberland Inc.,
CBDC Trinity Conception Corporation|CBDC Trinity Conception Corporation,
CBDC Trinity Conception Corporation|CBDC Trinity Conception Corporation,
CBDC Trinity Conception Corporation|CBDC Trinity Conception Corporation,
Shelburne County Business Development Center Limited|Shelburne County Business Development Center Limited,
Shelburne County Business Development Center Limited|Shelburne County Business Development Center Limited,
Shelburne County Business Development Center Limited|Shelburne County Business Development Center Limited,
CBDC Madawaska Inc.|CBDC Madawaska Inc.,
CBDC Madawaska Inc.|CBDC Madawaska Inc.,
CBDC Madawaska Inc.|CBDC Madawaska Inc.,
Restigouche CBDC Inc.|Restigouche CBDC Inc.,
Restigouche CBDC Inc.|Restigouche CBDC Inc.,
Restigouche CBDC Inc.|Restigouche CBDC Inc.,
Village de Neguac|Village de Neguac,
Saint Mary's University|Saint Mary's University,
Fishers' Loft Inn Incorporated|Fishers' Loft Inn Incorporated,
Town of Glovertown|Town of Glovertown,
Town of Glovertown|Town of Glovertown,
Carrefour de l'Isle-Saint-Jean inc.|Carrefour de l'Isle-Saint-Jean inc.,
Affinio Inc.|Affinio Inc.,
Affinio Inc.|Affinio Inc.,
CBDC Kent|CBDC Kent,
CBDC Kent|CBDC Kent,
CBDC Kent|CBDC Kent,
New Brunswick Association of CBDCs / L'Association des CBDC du Nouveau-Brunswick|New Brunswick Association of CBDCs / L'Association des CBDC du Nouveau-Brunswick,
New Brunswick Association of CBDCs / L'Association des CBDC du Nouveau-Brunswick|New Brunswick Association of CBDCs / L'Association des CBDC du Nouveau-Brunswick,
Avalon West Community Development Corporation|Avalon West Community Development Corporation,
Avalon West Community Development Corporation|Avalon West Community Development Corporation,
Avalon West Community Development Corporation|Avalon West Community Development Corporation,
Blue Water Business Development Corporation Limited|Blue Water Business Development Corporation Limited,
Blue Water Business Development Corporation Limited|Blue Water Business Development Corporation Limited,
Blue Water Business Development Corporation Limited|Blue Water Business Development Corporation Limited,
CBDC Westmorland Albert Inc.|CBDC Westmorland Albert Inc.,
CBDC Westmorland Albert Inc.|CBDC Westmorland Albert Inc.,
CBDC Westmorland Albert Inc.|CBDC Westmorland Albert Inc.,
CBDC Péninsule acadienne Inc.|CBDC Péninsule acadienne Inc.,
CBDC Péninsule acadienne Inc.|CBDC Péninsule acadienne Inc.,
CBDC Péninsule acadienne Inc.|CBDC Péninsule acadienne Inc.,
Victoria/Madawaska-South Business Development Centre Inc.|Victoria/Madawaska-South Business Development Centre Inc.,
Victoria/Madawaska-South Business Development Centre Inc.|Victoria/Madawaska-South Business Development Centre Inc.,
Victoria/Madawaska-South Business Development Centre Inc.|Victoria/Madawaska-South Business Development Centre Inc.,
Atlantic Association of Community Business Development Corporations|Atlantic Association of Community Business Development Corporations,
Humber Community Development Corporation|Humber Community Development Corporation,
Humber Community Development Corporation|Humber Community Development Corporation,
Humber Community Development Corporation|Humber Community Development Corporation,
Burin Peninsula Community Business Development Corporation|Burin Peninsula Community Business Development Corporation,
Burin Peninsula Community Business Development Corporation|Burin Peninsula Community Business Development Corporation,
Burin Peninsula Community Business Development Corporation|Burin Peninsula Community Business Development Corporation,
Emerald Business Development Corporation|Emerald Business Development Corporation,
Emerald Business Development Corporation|Emerald Business Development Corporation,
Emerald Business Development Corporation|Emerald Business Development Corporation,
Nortip Development Corporation|Nortip Development Corporation,
Nortip Development Corporation|Nortip Development Corporation,
Nortip Development Corporation|Nortip Development Corporation,
Gander Area Community Development Corporation|Gander Area Community Development Corporation,
Gander Area Community Development Corporation|Gander Area Community Development Corporation,
Gander Area Community Development Corporation|Gander Area Community Development Corporation,
Active Communities Lending Inc.|Active Communities Lending Inc.,
Active Communities Lending Inc.|Active Communities Lending Inc.,
Active Communities Lending Inc.|Active Communities Lending Inc.,
Seafood Processors Association of P.E.I. Inc.|Seafood Processors Association of P.E.I. Inc.,
Central Community Development Corporation|Central Community Development Corporation,
Central Community Development Corporation|Central Community Development Corporation,
Central Community Development Corporation|Central Community Development Corporation,
Long Range Community Business Development Corporation|Long Range Community Business Development Corporation,
Long Range Community Business Development Corporation|Long Range Community Business Development Corporation,
Long Range Community Business Development Corporation|Long Range Community Business Development Corporation,
The Excite Corporation Inc.|The Excite Corporation Inc.,
West Prince Ventures Limited|West Prince Ventures Limited,
West Prince Ventures Limited|West Prince Ventures Limited,
West Prince Ventures Limited|West Prince Ventures Limited,
Innovation PEI|Innovation PEI,
Innovation PEI|Innovation PEI,
The Greater Charlottetown Area Chamber of Commerce|The Greater Charlottetown Area Chamber of Commerce,
Innovation PEI|Innovation PEI,
Cumberland Development Corporation Limited|Cumberland Development Corporation Limited,
Cumberland Development Corporation Limited|Cumberland Development Corporation Limited,
Cumberland Development Corporation Limited|Cumberland Development Corporation Limited,
Brulé Brewing Company Inc.|Brulé Brewing Company Inc.,
Brulé Brewing Company Inc.|Brulé Brewing Company Inc.,
Memorial University of Newfoundland|Memorial University of Newfoundland,
Fédération culturelle de l'Île-du-Prince-Édouard|Fédération culturelle de l'Île-du-Prince-Édouard,
Innovation PEI|Innovation PEI,
Rayan Investments Ltd.|Rayan Investments Ltd.,
South Coast Community Development Corporation|South Coast Community Development Corporation,
South Coast Community Development Corporation|South Coast Community Development Corporation,
South Coast Community Development Corporation|South Coast Community Development Corporation,
Annapolis Ventures Limited|Annapolis Ventures Limited,
Annapolis Ventures Limited|Annapolis Ventures Limited,
Annapolis Ventures Limited|Annapolis Ventures Limited,
Digby Harbour Port Association|Digby Harbour Port Association,
Opportunities New Brunswick|Opportunities New Brunswick,
Opportunities New Brunswick|Opportunities New Brunswick,
Reseau de Developpement Economique et d'Employabilite de Terre-Neuve-et-Labrador|Reseau de Developpement Economique et d'Employabilite de Terre-Neuve-et-Labrador,horizontnl.ca
Celtic Business Development Corporation|Celtic Business Development Corporation,
Celtic Business Development Corporation|Celtic Business Development Corporation,
Celtic Business Development Corporation|Celtic Business Development Corporation,
East Prince Development Inc.|East Prince Development Inc.,
East Prince Development Inc.|East Prince Development Inc.,
East Prince Development Inc.|East Prince Development Inc.,
"Resort Municipality of Stanley Bridge, Hope River, Bayview, Cavendish and North |Resort Municipality of Stanley Bridge, Hope River, Bayview, Cavendish and North ",
Galerie Restigouche Gallery Inc.|Galerie Restigouche Gallery Inc.,
Cabot Community Business Development Corporation|Cabot Community Business Development Corporation,
Cabot Community Business Development Corporation|Cabot Community Business Development Corporation,
Cabot Community Business Development Corporation|Cabot Community Business Development Corporation,
PEI Certified Organic Producers Cooperative|PEI Certified Organic Producers Cooperative,
Central Coastal Tourism Partnership Inc.|Central Coastal Tourism Partnership Inc.,
Hants-Kings Business Development Centre Limited|Hants-Kings Business Development Centre Limited,
Hants-Kings Business Development Centre Limited|Hants-Kings Business Development Centre Limited,
Hants-Kings Business Development Centre Limited|Hants-Kings Business Development Centre Limited,
New Generation Seafood Ltd.|New Generation Seafood Ltd.,
New Generation Seafood Ltd.|New Generation Seafood Ltd.,
"Sunbury Shores Arts and Nature Centre, Incorporated|Sunbury Shores Arts and Nature Centre, Incorporated",
Ceilidh  Trails Groomers Association|Ceilidh  Trails Groomers Association,
Holyrood Marina Park Corporation|Holyrood Marina Park Corporation,
Royal Canadian Legion Branch No. 3|Royal Canadian Legion Branch No. 3,
Town of Tignish|Town of Tignish,
Growth Opportunities Limited|Growth Opportunities Limited,
Growth Opportunities Limited|Growth Opportunities Limited,
Growth Opportunities Limited|Growth Opportunities Limited,
Guysborough County Community Business Development Corporation Limited|Guysborough County Community Business Development Corporation Limited,
Guysborough County Community Business Development Corporation Limited|Guysborough County Community Business Development Corporation Limited,
Guysborough County Community Business Development Corporation Limited|Guysborough County Community Business Development Corporation Limited,
Envirem Organics Inc.|Envirem Organics Inc.,
Envirem Organics Inc.|Envirem Organics Inc.,
The Royal Canadian Legion - Florenceville Branch #37|The Royal Canadian Legion - Florenceville Branch #37,
Gull Cove Trail Society|Gull Cove Trail Society,
Trinav Marine Brokerage Inc.|Trinav Marine Brokerage Inc.,
Newfoundland and Labrador Association of Community Business Development Corporat|Newfoundland and Labrador Association of Community Business Development Corporat,
Crapaud Community Curling Club Inc.|Crapaud Community Curling Club Inc.,
DMF Medical Incorporated|DMF Medical Incorporated,
DMF Medical Incorporated|DMF Medical Incorporated,
Johnson GEO CENTRE Foundation Inc.|Johnson GEO CENTRE Foundation Inc.,
Johnson GEO CENTRE Foundation Inc.|Johnson GEO CENTRE Foundation Inc.,
Évangéline ATV Club Inc|Évangéline ATV Club Inc,
Évangéline ATV Club Inc|Évangéline ATV Club Inc,
Yarmouth Regional Business Corporation Limited|Yarmouth Regional Business Corporation Limited,
Yarmouth Regional Business Corporation Limited|Yarmouth Regional Business Corporation Limited,
Yarmouth Regional Business Corporation Limited|Yarmouth Regional Business Corporation Limited,
PitchPerfect Software Inc.|PitchPerfect Software Inc.,
Royal Canadian Legion Branch 62|Royal Canadian Legion Branch 62,
Reserve Mines Senior Citizens and Pensioners Recreation Club|Reserve Mines Senior Citizens and Pensioners Recreation Club,
Atlantic Pacific Trading Inc.|Atlantic Pacific Trading Inc.,
Metro Business Opportunities Corporation|Metro Business Opportunities Corporation,
Metro Business Opportunities Corporation|Metro Business Opportunities Corporation,
Atlantic Grown Organics Inc.|Atlantic Grown Organics Inc.,
West Point Development Corporation|West Point Development Corporation,
The Army Museum Halifax Citadel|The Army Museum Halifax Citadel,
The Army Museum Halifax Citadel|The Army Museum Halifax Citadel,
The Army Museum Halifax Citadel|The Army Museum Halifax Citadel,
Atlantic Big Data Congress|Atlantic Big Data Congress,
Lake Ainslie Historical Society|Lake Ainslie Historical Society,
Metro Business Opportunities Corporation|Metro Business Opportunities Corporation,
Springboard Atlantic Inc.|Springboard Atlantic Inc.,
Newfoundland Labrador Leather Products Inc.|Newfoundland Labrador Leather Products Inc.,
Town of Bishop's Falls|Town of Bishop's Falls,
Small Halls Inc.|Small Halls Inc.,
Royal Nova Scotia International Tattoo Society|Royal Nova Scotia International Tattoo Society,
Municipality of the District of St. Mary's|Municipality of the District of St. Mary's,
Eyesover Technologies Inc.|Eyesover Technologies Inc.,
Suncoast Seafood Inc.|Suncoast Seafood Inc.,
"Steelworkers, and The Sydney Pensioners Club|Steelworkers, and The Sydney Pensioners Club",
Town of Bishop’s Falls|Town of Bishop’s Falls,
Northport Development Inc.|Northport Development Inc.,
Grappe en Composites NB Inc. - NB Composites Cluster Group Inc.|Grappe en Composites NB Inc. - NB Composites Cluster Group Inc.,
Excel Manufacturing Inc.|Excel Manufacturing Inc.,
Eigen Innovations Inc.|Eigen Innovations Inc.,
Dallas Mercer Consulting Inc.|Dallas Mercer Consulting Inc.,
Labrador Gem Seafood Incorporated|Labrador Gem Seafood Incorporated,
Prince Edward Island Humane Society|Prince Edward Island Humane Society,
Prince Edward Island Music Awards Association Inc.|Prince Edward Island Music Awards Association Inc.,
Prince Edward Island Music Awards Association Inc.|Prince Edward Island Music Awards Association Inc.,
icejam games inc.|icejam games inc.,
Nova Scotia Association of Community Business Development Corporations|Nova Scotia Association of Community Business Development Corporations,
WEnTech Solutions Inc.|WEnTech Solutions Inc.,
WEnTech Solutions Inc.|WEnTech Solutions Inc.,
Atlantic Association of Community Business Development Corporations|Atlantic Association of Community Business Development Corporations,
Atlantic Association of Community Business Development Corporations|Atlantic Association of Community Business Development Corporations,
Atlantic Association of Community Business Development Corporations|Atlantic Association of Community Business Development Corporations,
Healthy Waters Labrador Inc.|Healthy Waters Labrador Inc.,
OmniActive Health Technologies (Canada) Limited|OmniActive Health Technologies (Canada) Limited,
OmniActive Health Technologies (Canada) Limited|OmniActive Health Technologies (Canada) Limited,
Elcora Advanced Materials Corporation|Elcora Advanced Materials Corporation,
Mount Saint Vincent University - Centre for Women in Business|Mount Saint Vincent University - Centre for Women in Business,
Hansen Enterprises Ltd.|Hansen Enterprises Ltd.,
Discover Charlottetown Inc.|Discover Charlottetown Inc.,
Atlantic Canada Fish Farmers Association Inc.|Atlantic Canada Fish Farmers Association Inc.,
Twillingate Historic Fishing Vessels Inc.|Twillingate Historic Fishing Vessels Inc.,
Newfoundland Salt Company Ltd.|Newfoundland Salt Company Ltd.,
Newfoundland Smoke from the Sea Inc.|Newfoundland Smoke from the Sea Inc.,
LearnSphere Canada Inc.|LearnSphere Canada Inc.,
Atlantic Food And Beverage Processors Association Inc.|Atlantic Food And Beverage Processors Association Inc.,
Atlantic Food And Beverage Processors Association Inc.|Atlantic Food And Beverage Processors Association Inc.,
Common Ground Coworking Inc.|Common Ground Coworking Inc.,
Gros Morne Cooperating Association Inc.|Gros Morne Cooperating Association Inc.,
Opio Technologies Inc.|Opio Technologies Inc.,
South Ridge Maple Co. Ltd.|South Ridge Maple Co. Ltd.,
South Ridge Maple Co. Ltd.|South Ridge Maple Co. Ltd.,
South Ridge Maple Co. Ltd.|South Ridge Maple Co. Ltd.,
Ubique Networks Inc.|Ubique Networks Inc.,
SULIS Subsea Corporation|SULIS Subsea Corporation,
Viking Fur Inc.|Viking Fur Inc.,
Newco Metal & Auto Recycling Ltd.|Newco Metal & Auto Recycling Ltd.,
Browning Harvey Limited|Browning Harvey Limited,
RDÉE Î.-P.-É. inc.|RDÉE Î.-P.-É. inc.,
Gros Morne Institute for Sustainable Tourism Inc.|Gros Morne Institute for Sustainable Tourism Inc.,
Gros Morne Institute for Sustainable Tourism Inc.|Gros Morne Institute for Sustainable Tourism Inc.,
Nova Scotia Health Authority|Nova Scotia Health Authority,
BlueLight Analytics Inc.|BlueLight Analytics Inc.,
Saint John Festival of Sail Inc|Saint John Festival of Sail Inc,
Greater Fredericton Community Economic Development Agency Inc.|Greater Fredericton Community Economic Development Agency Inc.,
Memorial University of Newfoundland|Memorial University of Newfoundland,
North River Rural Community Fire Company Ltd.|North River Rural Community Fire Company Ltd.,
Green Power Labs Inc.|Green Power Labs Inc.,
Site 2020 Incorporated|Site 2020 Incorporated,
The Acadian Wild Blueberry Company Limited / La compagnie acadienne du bleuet sa|The Acadian Wild Blueberry Company Limited / La compagnie acadienne du bleuet sa,
Solace Power Inc.|Solace Power Inc.,
Qalipu Mi'kmaq First Nation|Qalipu Mi'kmaq First Nation,
Tourism Industry Association of Prince Edward Island|Tourism Industry Association of Prince Edward Island,
LearnSphere Canada Inc.|LearnSphere Canada Inc.,
Mount Saint Vincent University|Mount Saint Vincent University,
Big Axe Brewery Inc.|Big Axe Brewery Inc.,
Big Axe Brewery Inc.|Big Axe Brewery Inc.,
Destination Cape Breton Association Inc.|Destination Cape Breton Association Inc.,
CHARLOTTETOWN FARMERS' MARKET CO-OPERATIVE ASSOCIATION LIMITED|CHARLOTTETOWN FARMERS' MARKET CO-OPERATIVE ASSOCIATION LIMITED,
Badger Bay Mussel Farms Ltd.|Badger Bay Mussel Farms Ltd.,
"Department of Business, Tourism, Culture and Rural Development|Department of Business, Tourism, Culture and Rural Development",
Icewater Seafoods Inc.|Icewater Seafoods Inc.,
Town of Placentia|Town of Placentia,
PEI Association for Newcomers to Canada|PEI Association for Newcomers to Canada,
The Orb Factory Limited|The Orb Factory Limited,
Northsyde Processing Limited|Northsyde Processing Limited,
Northsyde Processing Limited|Northsyde Processing Limited,
Gaelic College Foundation|Gaelic College Foundation,
Gaelic College Foundation|Gaelic College Foundation,
Sydney Millwork Limited|Sydney Millwork Limited,
Harbour Authority of Comfort Cove|Harbour Authority of Comfort Cove,
deCoste Entertainment Centre Society|deCoste Entertainment Centre Society,
The Shaw Group Limited|The Shaw Group Limited,
Village de Paquetville|Village de Paquetville,
Village de Paquetville|Village de Paquetville,
Stonehammer Geopark Inc.|Stonehammer Geopark Inc.,
Port aux Basques Marine Excursions Inc.|Port aux Basques Marine Excursions Inc.,
Port aux Basques Marine Excursions Inc.|Port aux Basques Marine Excursions Inc.,
Eastern Eagles Soccer Association Inc|Eastern Eagles Soccer Association Inc,
Prince Edward Island Association of Community Business Development Corporations |Prince Edward Island Association of Community Business Development Corporations ,
Prince Edward Island Association of Community Business Development Corporations |Prince Edward Island Association of Community Business Development Corporations ,
Nova Scotia Health Authority|Nova Scotia Health Authority,
Newterm Logistics Inc.|Newterm Logistics Inc.,
Valley Pearl Oysters|Valley Pearl Oysters,
Appili Therapeutics Inc.|Appili Therapeutics Inc.,
Deep Cove Aqua Farms Limited|Deep Cove Aqua Farms Limited,
Town of Truro|Town of Truro,
Measurand Inc.|Measurand Inc.,
Astle Recreational Association Inc.|Astle Recreational Association Inc.,
Bid Tasker Mobile Applications Inc.|Bid Tasker Mobile Applications Inc.,
Bid Tasker Mobile Applications Inc.|Bid Tasker Mobile Applications Inc.,
Mining Industry NL Inc.|Mining Industry NL Inc.,
University of Prince Edward Island|University of Prince Edward Island,
QRA Consulting Inc.|QRA Consulting Inc.,
Halifax Regional Municipality|Halifax Regional Municipality,
Sustainable Fish Farming (Canada) Limited|Sustainable Fish Farming (Canada) Limited,
Acadian Bay Enterprises Inc./Entreprises Baie Acadienne Inc.|Acadian Bay Enterprises Inc./Entreprises Baie Acadienne Inc.,
AL-PACK ENTERPRISES LTD.|AL-PACK ENTERPRISES LTD.,
AL-PACK ENTERPRISES LTD.|AL-PACK ENTERPRISES LTD.,
Junior Achievement of  Nova Scotia|Junior Achievement of  Nova Scotia,
East Coast Metal Fabrication (2015) Inc|East Coast Metal Fabrication (2015) Inc,
Holland College|Holland College,
Mario Boudreau|Mario Boudreau,
"Greater Saint John Community Economic Development Agency, Incorporated|Greater Saint John Community Economic Development Agency, Incorporated",
Cape Breton University|Cape Breton University,
Maxine O'Keefe|Maxine O'Keefe,
Maxine O'Keefe and Brian O'Keefe|Maxine O'Keefe and Brian O'Keefe,
Arluk Outfitters Ltd.|Arluk Outfitters Ltd.,
HSF Ocean Products Ltd.|HSF Ocean Products Ltd.,
Community of Morell|Community of Morell,
Camdon Recycling Limited|Camdon Recycling Limited,
Memorial University of Newfoundland|Memorial University of Newfoundland,
Memorial University of Newfoundland|Memorial University of Newfoundland,
"Newfoundland and Labrador Organization of Women Entrepreneurs, Inc.|Newfoundland and Labrador Organization of Women Entrepreneurs, Inc.",
"Newfoundland and Labrador Organization of Women Entrepreneurs, Inc.|Newfoundland and Labrador Organization of Women Entrepreneurs, Inc.",
Dalhousie University|Dalhousie University,
City of Campbellton|City of Campbellton,
Town of Grand Bay-Westfield|Town of Grand Bay-Westfield,
Town of Grand Bay-Westfield|Town of Grand Bay-Westfield,
University of New Brunswick|University of New Brunswick,
CarbonCure Technologies Inc.|CarbonCure Technologies Inc.,
Volta Labs Incorporated|Volta Labs Incorporated,
Beaver Bank Community Hall Association|Beaver Bank Community Hall Association,
Beaver Bank Community Hall Association|Beaver Bank Community Hall Association,
St. Peter's Area Rink and Recreational Club Incorporated|St. Peter's Area Rink and Recreational Club Incorporated,
Brenkir Industrial Supply Ltd.|Brenkir Industrial Supply Ltd.,
Canada Fluorspar (NL) Inc.|Canada Fluorspar (NL) Inc.,
University of Prince Edward Island|University of Prince Edward Island,
Destination Eastern and Northumberland Shores Nova Scotia Association|Destination Eastern and Northumberland Shores Nova Scotia Association,
EduNova Co-operative Limited|EduNova Co-operative Limited,
John D. Steele's Sons Limited|John D. Steele's Sons Limited,
Securicy Data Solutions Ltd.|Securicy Data Solutions Ltd.,
Securicy Data Solutions Ltd.|Securicy Data Solutions Ltd.,
Securicy Data Solutions Ltd.|Securicy Data Solutions Ltd.,
Town of Brigus|Town of Brigus,
Pennecon Energy Hydraulic Systems Limited|Pennecon Energy Hydraulic Systems Limited,
l'Association des Loisirs de Saint-François de Madawaska Inc.|l'Association des Loisirs de Saint-François de Madawaska Inc.,
Family Business Association - Atlantic|Family Business Association - Atlantic,
Village of Petitcodiac|Village of Petitcodiac,
Town of Grand Falls|Town of Grand Falls,
Communauté Rurale de Saint-André|Communauté Rurale de Saint-André,
Communauté Rurale de Saint-André|Communauté Rurale de Saint-André,
Springboard Atlantic Inc.|Springboard Atlantic Inc.,
Little Lawn Memorial Trail of Heroes Inc.|Little Lawn Memorial Trail of Heroes Inc.,
Little Lawn Memorial Trail of Heroes Inc.|Little Lawn Memorial Trail of Heroes Inc.,
E.J. Green & Company Limited|E.J. Green & Company Limited,
Badger Bay Mussel Farms Ltd.|Badger Bay Mussel Farms Ltd.,
Avalon Holographics Incorporated|Avalon Holographics Incorporated,
Active Communities Inc.|Active Communities Inc.,
University of Prince Edward Island|University of Prince Edward Island,
University of Prince Edward Island|University of Prince Edward Island,
Prince Edward Island Business Women's Association Inc.|Prince Edward Island Business Women's Association Inc.,
Prince Edward Island Business Women's Association Inc.|Prince Edward Island Business Women's Association Inc.,
Hallmark Dental Laboratory Limited|Hallmark Dental Laboratory Limited,
Bigfoot Systems Inc.|Bigfoot Systems Inc.,
Memorial University of Newfoundland|Memorial University of Newfoundland,
Memorial University of Newfoundland|Memorial University of Newfoundland,
SubC Inspection Services Ltd.|SubC Inspection Services Ltd.,
TerraNovas Tourism Association Inc.|TerraNovas Tourism Association Inc.,
TerraNovas Tourism Association Inc.|TerraNovas Tourism Association Inc.,
Discovery Aspiring GeoPark Inc.|Discovery Aspiring GeoPark Inc.,
Prince Edward Island BioAlliance Inc.|Prince Edward Island BioAlliance Inc.,
Neptune Theatre Foundation|Neptune Theatre Foundation,
Ulnooweg Development Group Incorporated|Ulnooweg Development Group Incorporated,
The Regional Occupational Centre Society|The Regional Occupational Centre Society,
TerraNovas Tourism Association Inc.|TerraNovas Tourism Association Inc.,
Springboard Atlantic Inc.|Springboard Atlantic Inc.,
Auk Island Enterprises Inc.|Auk Island Enterprises Inc.,
Tourism Industry Association of Newfoundland and Labrador|Tourism Industry Association of Newfoundland and Labrador,
Town of Amherst|Town of Amherst,
Phoenix Petroleum Ltd.|Phoenix Petroleum Ltd.,
Breton Ability Centre Society|Breton Ability Centre Society,
Kozmo Wireless Incorporated|Kozmo Wireless Incorporated,
Codroy Seafoods Inc.|Codroy Seafoods Inc.,
Taste of Nova Scotia Society|Taste of Nova Scotia Society,
Town of Holyrood|Town of Holyrood,
Royal Star Foods Ltd.|Royal Star Foods Ltd.,
KeyIn North Inc.|KeyIn North Inc.,
KeyIn North Inc.|KeyIn North Inc.,
Chase's Lobster Pound Limited|Chase's Lobster Pound Limited,
St. George's Greek Orthodox Church|St. George's Greek Orthodox Church,
Celtic Colours Festival Society|Celtic Colours Festival Society,
